,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),No of Floors,Waterfront View,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Purchase Year,Year Since Renovation
9767,0,3,1.75,1510.0,1.0,0,1,7,1510.0,0,51,1460.0,7910,2017,0
9768,1,3,2.25,1310.0,3.0,0,1,8,1310.0,0,4,1330.0,2183,2016,0
9769,1,4,2.75,3790.0,2.0,0,1,10,3790.0,0,19,3750.0,11634,2017,0
9770,1,3,2.25,2240.0,1.0,0,4,8,2240.0,0,61,2240.0,8800,2016,0
9771,1,4,3.25,2740.0,2.0,0,1,9,2060.0,680,15,3030.0,6546,2017,0
9772,0,3,2.5,1660.0,2.0,0,1,7,1660.0,0,24,2010.0,7983,2017,0
9773,0,0,0.0,2460.0,2.0,0,1,8,2460.0,0,28,2520.0,8050,2016,0
9774,0,3,1.0,1480.0,1.0,0,1,7,970.0,510,55,2020.0,7920,2017,0
9775,1,3,2.75,2640.0,1.5,0,4,8,1750.0,890,92,1920.0,3600,2017,0
9776,0,6,2.0,1900.0,1.0,0,3,7,1170.0,730,59,2090.0,8626,2017,0
9777,0,3,2.0,2860.0,1.0,0,1,9,1700.0,1160,33,1460.0,13648,2017,0
9778,0,4,3.5,3440.0,2.0,0,3,8,3440.0,0,16,1660.0,7800,2017,0
9779,0,3,1.75,1640.0,1.0,0,1,8,1640.0,0,43,2790.0,9775,2017,0
9780,0,3,1.0,1450.0,1.5,0,3,7,1450.0,0,99,1340.0,4255,2017,0
9781,1,3,2.5,2300.0,2.0,0,1,8,2300.0,0,17,2580.0,6983,2017,0
9782,0,3,1.5,1460.0,1.0,0,3,7,1460.0,0,63,1580.0,8505,2017,0
9783,0,3,2.0,1570.0,1.0,0,1,8,1570.0,0,17,1640.0,15000,2017,0
9784,0,3,2.0,1540.0,1.5,0,4,6,1540.0,0,79,1730.0,5000,2016,0
9785,1,6,3.0,3300.0,2.0,0,1,8,2200.0,1100,48,1420.0,4218,2017,0
9786,1,4,2.25,2130.0,2.0,0,3,9,2130.0,0,46,2380.0,11643,2017,0
9787,0,3,1.0,1010.0,1.0,0,4,7,1010.0,0,49,1230.0,9750,2017,0
9788,1,4,3.0,2420.0,1.0,0,1,9,2420.0,0,34,3100.0,13020,2017,0
9789,1,3,3.25,3870.0,2.0,0,1,10,3150.0,720,27,3590.0,10750,2016,0
9790,1,2,1.5,1960.0,1.0,0,1,8,1210.0,750,67,2060.0,6000,2016,0
9791,0,3,1.0,1170.0,1.0,0,3,6,1170.0,0,100,1280.0,8160,2016,0
9792,0,3,1.5,1890.0,1.0,0,4,7,1890.0,0,52,1510.0,7560,2017,0
9793,1,3,2.5,2250.0,2.0,0,1,9,2250.0,0,14,2390.0,4134,2017,0
9794,0,2,0.75,750.0,1.0,0,1,4,750.0,0,82,3020.0,10625,2016,0
9795,0,3,1.75,1610.0,1.0,0,3,7,1050.0,560,41,1550.0,10080,2016,0
9796,1,4,2.25,2590.0,2.0,0,1,8,2590.0,0,40,2670.0,35657,2016,0
9797,1,3,2.5,2520.0,2.0,0,3,9,2520.0,0,23,2250.0,6200,2016,0
9798,0,4,1.0,1340.0,1.0,0,4,7,1340.0,0,52,1120.0,8400,2016,0
9799,0,3,2.25,1460.0,3.0,0,1,8,1460.0,0,12,1490.0,1399,2017,0
9800,0,3,1.75,1380.0,1.0,0,1,7,1380.0,0,30,1530.0,7500,2017,0
9801,0,3,1.75,1510.0,1.0,0,3,8,1510.0,0,34,2660.0,10800,2017,0
9802,0,5,2.5,2510.0,1.0,0,3,7,1260.0,1250,43,2460.0,46431,2017,0
9803,0,3,1.0,910.0,1.0,0,1,7,910.0,0,47,1480.0,7404,2016,0
9804,0,3,2.5,1970.0,2.0,0,1,7,1970.0,0,15,1970.0,2952,2016,0
9805,0,3,1.75,1540.0,1.0,0,1,7,1070.0,470,59,2510.0,6618,2016,0
9806,0,4,2.5,1980.0,2.0,0,4,7,1980.0,0,23,1610.0,6147,2016,0
9807,1,4,2.75,3150.0,1.0,0,1,10,2480.0,670,32,3150.0,35880,2017,0
9808,1,4,2.5,4700.0,2.0,0,1,10,4700.0,0,19,2870.0,49658,2016,0
9809,1,3,2.25,2300.0,1.0,0,3,8,1150.0,1150,55,2200.0,14284,2017,0
9810,1,4,2.25,1880.0,2.0,0,1,8,1760.0,120,109,1880.0,3000,2017,40
9811,1,4,2.75,2640.0,2.0,0,4,7,1840.0,800,107,1690.0,5000,2017,0
9812,1,6,4.5,3900.0,2.0,0,1,8,2870.0,1030,39,2080.0,9216,2017,0
9813,0,4,2.25,2670.0,1.0,0,3,8,1420.0,1250,56,2190.0,10050,2017,0
9814,1,4,1.75,1840.0,1.0,0,3,7,920.0,920,100,1660.0,4280,2017,0
9815,0,3,1.0,1120.0,1.0,0,3,6,1120.0,0,57,1240.0,10639,2017,0
9816,1,4,2.5,2970.0,2.0,0,1,10,2970.0,0,27,2740.0,8729,2016,0
9817,0,3,2.25,1410.0,1.0,0,4,6,1410.0,0,95,1220.0,7740,2016,0
9818,1,4,2.5,3060.0,2.0,0,1,9,3060.0,0,13,2930.0,4800,2017,0
9819,0,3,1.75,2490.0,1.0,0,1,7,1290.0,1200,46,1610.0,7210,2016,0
9820,0,1,0.75,840.0,1.5,0,1,6,840.0,0,69,1560.0,8603,2017,0
9821,0,1,0.75,840.0,1.5,0,1,6,840.0,0,69,1560.0,8603,2016,0
9822,0,2,1.0,1130.0,1.0,0,3,7,1130.0,0,102,1470.0,3800,2017,0
9823,0,4,1.75,1850.0,1.0,0,3,6,1270.0,580,74,1270.0,6600,2017,0
9824,0,4,2.75,2330.0,1.0,0,1,7,1800.0,530,38,1480.0,10125,2017,0
9825,0,4,2.5,1880.0,2.0,0,3,7,1880.0,0,28,1760.0,7040,2016,0
9826,1,4,3.5,2980.0,2.0,0,1,9,2340.0,640,10,1810.0,4545,2017,0
9827,0,4,1.0,1440.0,1.0,0,1,7,1040.0,400,68,1320.0,6678,2016,0
9828,0,3,1.75,1630.0,1.0,0,3,7,1100.0,530,41,1630.0,10001,2016,0
9829,0,3,2.5,1778.0,2.0,0,1,7,1778.0,0,19,2840.0,43676,2017,0
9830,0,3,2.5,1930.0,2.0,0,1,8,1930.0,0,28,1770.0,4500,2017,0
9831,0,2,0.75,1130.0,1.0,0,1,7,1130.0,0,62,1550.0,10700,2017,0
9832,1,2,1.75,1650.0,1.0,0,3,7,1000.0,650,59,2530.0,9000,2017,0
9833,0,2,1.0,820.0,1.0,0,1,7,820.0,0,97,1370.0,3850,2017,0
9834,0,5,2.5,2900.0,1.0,0,1,7,1450.0,1450,54,1600.0,8246,2016,0
9835,1,4,1.75,2330.0,1.0,0,3,7,1260.0,1070,57,2270.0,8800,2016,0
9836,1,4,3.5,4440.0,2.0,0,4,10,3240.0,1200,53,4240.0,18650,2017,0
9837,0,3,2.0,1660.0,2.0,0,1,8,1660.0,0,68,2440.0,6664,2017,27
9838,1,4,2.5,3020.0,2.0,0,1,9,3020.0,0,14,3100.0,5587,2017,0
9839,1,4,2.5,1850.0,1.0,0,1,8,1430.0,420,40,2090.0,10599,2017,0
9840,1,6,3.75,5960.0,2.0,0,1,10,3900.0,2060,13,3860.0,12800,2016,0
9841,0,3,1.0,960.0,1.0,0,3,6,960.0,0,48,1100.0,29019,2017,0
9842,0,4,1.0,1150.0,1.5,0,1,6,1150.0,0,111,840.0,3030,2017,0
9843,1,4,2.5,2130.0,1.0,0,3,7,1230.0,900,55,2130.0,7560,2017,0
9844,1,4,2.25,2460.0,2.0,0,3,8,2460.0,0,34,2460.0,9126,2016,0
9845,0,3,2.25,2360.0,1.0,0,3,9,2360.0,0,40,2720.0,14388,2017,0
9846,0,2,2.25,1320.0,3.0,0,1,7,1320.0,0,22,1330.0,1206,2017,0
9847,1,5,2.0,1910.0,1.0,0,1,7,1010.0,900,110,1230.0,2545,2017,0
9848,0,2,2.0,1610.0,2.0,0,3,8,1610.0,0,41,1750.0,6305,2016,0
9849,0,4,1.0,1610.0,1.0,0,1,7,1610.0,0,60,1610.0,8401,2017,0
9850,1,3,1.0,1160.0,1.0,0,1,7,1160.0,0,65,2390.0,13656,2017,0
9851,1,4,2.25,2870.0,1.0,0,3,8,1480.0,1390,41,2930.0,9850,2016,0
9852,1,4,2.5,2280.0,2.0,0,1,8,2280.0,0,32,2140.0,8780,2017,0
9853,0,2,2.0,1370.0,2.0,0,3,8,1150.0,220,12,1370.0,1339,2016,0
9854,0,0,0.0,1470.0,2.0,0,1,7,1470.0,0,22,1060.0,7200,2017,0
9855,1,5,3.0,2970.0,2.0,0,1,9,2970.0,0,18,2970.0,6588,2017,0
9856,1,3,1.75,1460.0,2.0,1,3,8,1120.0,340,48,1970.0,18893,2016,0
9857,0,3,3.5,1570.0,2.5,0,1,8,1330.0,240,18,1610.0,1486,2016,0
9858,1,4,3.0,2880.0,2.0,0,3,9,1920.0,960,92,2110.0,5500,2016,0
9859,0,5,2.5,1900.0,1.0,0,1,7,1190.0,710,49,1940.0,8360,2016,0
9860,0,3,1.75,2020.0,1.0,0,3,8,1320.0,700,49,1940.0,11050,2017,0
9861,1,4,2.5,3110.0,2.0,0,3,10,3110.0,0,34,3110.0,11586,2017,0
9862,0,4,2.5,2390.0,2.0,0,1,9,2390.0,0,28,2590.0,7801,2017,0
9863,0,3,2.5,2150.0,2.0,0,1,8,2150.0,0,14,2150.0,5450,2017,0
9864,0,3,1.75,1340.0,1.0,0,3,7,1090.0,250,77,1550.0,1755,2017,0
9865,0,3,2.5,1990.0,2.0,0,3,7,1990.0,0,32,2310.0,8803,2017,0
9866,1,2,2.0,1600.0,1.0,0,3,7,800.0,800,68,1520.0,5969,2017,0
9867,1,3,2.5,2680.0,2.0,0,1,9,2680.0,0,32,2520.0,37277,2017,0
9868,0,3,2.5,2080.0,2.0,0,1,8,2080.0,0,16,2190.0,4620,2017,0
9869,0,3,3.25,1340.0,2.0,0,1,7,1340.0,0,32,1670.0,6203,2016,0
9870,1,3,2.0,2590.0,1.5,0,4,7,1790.0,800,114,2440.0,4000,2017,0
9871,0,2,1.75,1240.0,1.5,0,1,7,1240.0,0,112,1800.0,4080,2017,0
9872,0,3,1.0,1310.0,1.0,0,3,7,1310.0,0,40,1650.0,7290,2016,0
9873,1,4,2.25,2530.0,1.0,0,3,8,1530.0,1000,61,2240.0,5200,2017,0
9874,0,4,2.5,1780.0,2.0,0,1,7,1780.0,0,17,1990.0,4092,2017,0
9875,0,3,2.0,1600.0,1.0,0,1,7,1600.0,0,68,2440.0,6900,2016,32
9876,0,3,1.75,1570.0,1.0,0,1,7,1080.0,490,62,1250.0,13330,2017,0
9877,0,3,1.75,1570.0,1.0,0,1,7,1080.0,490,62,1250.0,13330,2016,0
9878,0,3,1.75,1650.0,1.0,0,1,7,1650.0,0,42,1650.0,8680,2016,0
9879,1,4,2.25,2920.0,2.0,0,3,9,2260.0,660,81,4510.0,9248,2017,0
9880,0,2,1.0,870.0,1.0,0,3,6,870.0,0,97,1750.0,4280,2016,0
9881,1,4,2.5,2830.0,2.0,0,1,9,2170.0,660,18,1880.0,5739,2017,0
9882,0,2,1.0,980.0,1.0,0,3,7,980.0,0,93,1260.0,4000,2017,0
9883,0,2,1.0,990.0,1.0,0,3,7,990.0,0,26,1730.0,45528,2016,0
9884,0,4,2.5,2360.0,1.0,0,1,8,1530.0,830,54,2580.0,9680,2016,0
9885,0,2,1.0,1000.0,1.0,0,1,7,1000.0,0,103,1940.0,5800,2016,0
9886,0,3,1.5,1660.0,1.0,0,3,7,1120.0,540,42,1900.0,7500,2016,0
9887,1,3,1.75,1520.0,1.0,0,1,7,1520.0,0,43,2040.0,9900,2016,0
9888,1,1,1.0,1180.0,1.5,0,3,8,840.0,340,108,1420.0,4000,2017,0
9889,0,3,1.75,1770.0,2.0,0,1,7,1770.0,0,74,1680.0,9825,2017,39
9890,0,2,1.0,980.0,1.0,0,1,6,980.0,0,49,980.0,5200,2017,0
9891,0,3,1.0,1840.0,1.0,0,1,7,1040.0,800,58,2040.0,10660,2017,0
9892,0,3,2.5,1810.0,1.0,0,4,7,1210.0,600,50,1770.0,7210,2016,0
9893,1,3,2.5,1780.0,2.0,0,3,8,1780.0,0,88,1690.0,4952,2017,31
9894,1,4,2.75,2840.0,3.0,0,1,9,2840.0,0,4,2880.0,4227,2017,0
9895,0,4,2.5,2650.0,2.0,0,1,9,2650.0,0,20,2650.0,6200,2017,0
9896,0,3,1.5,1270.0,2.0,0,1,7,1080.0,190,14,1360.0,1488,2017,0
9897,0,3,1.75,1260.0,1.0,0,1,7,1260.0,0,24,1540.0,7213,2016,0
9898,0,3,2.0,1750.0,1.0,0,1,7,1490.0,260,36,2450.0,50094,2017,0
9899,1,5,2.25,2680.0,1.0,0,1,8,1340.0,1340,42,2220.0,13181,2017,0
9900,1,4,3.25,3830.0,2.0,0,1,9,3830.0,0,4,3830.0,6507,2017,0
9901,1,3,2.0,1610.0,2.0,0,4,8,1610.0,0,93,2540.0,6600,2017,0
9902,1,3,4.25,3840.0,2.0,0,1,10,3840.0,0,20,3230.0,7189,2016,0
9903,1,5,2.75,2670.0,2.0,0,3,7,1800.0,870,104,2460.0,4000,2016,0
9904,0,3,2.5,2000.0,2.0,0,3,7,2000.0,0,25,2000.0,7414,2017,0
9905,0,2,1.0,860.0,1.0,0,1,7,860.0,0,93,980.0,6000,2016,0
9906,0,3,1.75,1420.0,1.0,0,1,7,1420.0,0,32,1690.0,7405,2017,0
9907,0,4,2.0,2060.0,1.0,0,3,8,2060.0,0,61,1950.0,10370,2017,0
9908,1,4,2.5,2790.0,2.0,0,1,8,2790.0,0,15,2590.0,9910,2016,0
9909,1,4,1.0,1410.0,1.5,0,4,7,1410.0,0,107,1040.0,3600,2017,0
9910,0,4,3.0,2420.0,2.0,0,1,7,2420.0,0,15,2420.0,9135,2017,0
9911,0,3,2.5,1460.0,3.0,0,1,8,1460.0,0,16,1430.0,1530,2016,0
9912,0,5,1.75,2460.0,1.0,0,1,7,1230.0,1230,61,1990.0,16000,2017,0
9913,0,2,1.0,1000.0,1.0,0,1,6,1000.0,0,116,1940.0,4300,2017,0
9914,1,5,4.0,4420.0,2.0,0,4,10,2740.0,1680,36,3720.0,37034,2016,0
9915,0,3,1.0,1240.0,1.0,0,1,6,1240.0,0,97,1990.0,109335,2017,25
9916,1,3,2.5,1740.0,2.0,0,3,9,1740.0,0,43,2540.0,14300,2017,0
9917,1,2,1.0,1280.0,1.0,0,1,7,1200.0,80,110,1860.0,5500,2016,0
9918,1,4,2.5,2520.0,2.0,0,1,8,2520.0,0,14,2580.0,3980,2016,0
9919,0,3,3.5,1500.0,3.0,0,1,7,1500.0,0,19,1500.0,1445,2017,0
9920,1,3,2.75,2490.0,2.0,0,1,8,2290.0,200,112,1880.0,3600,2016,0
9921,0,4,1.0,1530.0,1.0,0,1,7,1130.0,400,61,1540.0,6095,2017,0
9922,0,4,2.25,1740.0,1.0,0,1,8,1740.0,0,51,1680.0,10701,2017,0
9923,1,3,2.5,3550.0,2.0,0,1,9,3550.0,0,29,3270.0,35001,2016,0
9924,1,2,1.0,1280.0,1.0,0,1,7,1280.0,0,53,2460.0,4800,2017,0
9925,1,4,2.25,2320.0,2.0,0,4,8,2320.0,0,51,2740.0,15000,2016,0
9926,0,2,1.0,1140.0,1.0,0,1,5,1140.0,0,83,2200.0,11550,2017,0
9927,1,4,3.5,3930.0,2.0,0,1,9,3930.0,0,21,2740.0,17219,2017,0
9928,1,3,2.5,2370.0,1.0,0,4,7,1640.0,730,59,2170.0,15551,2017,0
9929,1,3,1.75,2340.0,1.0,0,4,7,1170.0,1170,101,1360.0,4725,2017,0
9930,0,3,1.5,1240.0,1.0,0,3,7,1240.0,0,51,1670.0,9125,2017,0
9931,1,4,2.5,2740.0,2.0,0,1,9,2740.0,0,21,2760.0,8603,2017,0
9932,0,4,2.25,1940.0,1.0,0,3,7,1430.0,510,62,1460.0,9437,2017,0
9933,1,3,2.5,2950.0,1.5,0,1,10,2950.0,0,23,3810.0,35181,2017,0
9934,0,4,2.75,1980.0,1.0,0,4,7,1980.0,0,66,2080.0,15700,2017,0
9935,1,4,2.0,2850.0,1.0,0,3,10,1450.0,1400,48,2810.0,8087,2017,0
9936,0,3,1.0,1160.0,1.0,0,1,7,1160.0,0,51,1160.0,9650,2016,0
9937,0,3,2.0,2130.0,1.0,0,3,8,2130.0,0,31,2580.0,8225,2017,0
9938,0,5,2.5,2420.0,1.0,0,1,7,1620.0,800,40,2210.0,7040,2017,0
9939,1,6,2.5,2820.0,1.0,0,4,8,1430.0,1390,51,2070.0,8900,2016,0
9940,1,5,3.25,3710.0,2.0,0,1,8,2510.0,1200,32,1720.0,23100,2017,0
9941,0,3,2.25,1770.0,2.0,0,1,7,1770.0,0,41,1650.0,8165,2017,0
9942,0,3,2.0,1260.0,1.0,0,3,7,750.0,510,31,1710.0,5000,2016,0
9943,1,2,1.75,2330.0,1.0,0,3,7,1220.0,1110,65,2560.0,9750,2017,0
9944,1,4,2.75,2490.0,1.5,0,3,7,1610.0,880,96,1420.0,4000,2017,0
9945,1,6,3.75,4090.0,2.0,0,1,9,3100.0,990,34,2980.0,43357,2017,0
9946,1,4,2.5,2800.0,2.0,0,1,8,2800.0,0,17,2810.0,10235,2017,0
9947,0,4,3.0,2440.0,2.0,0,1,8,1890.0,550,37,2380.0,9609,2017,0
9948,0,4,3.0,2540.0,1.0,0,1,9,1620.0,920,41,2540.0,8800,2016,0
9949,0,3,2.5,1600.0,2.0,0,1,7,1600.0,0,23,1760.0,6110,2016,0
9950,0,4,2.75,2680.0,1.0,0,3,7,1340.0,1340,60,1240.0,7000,2017,0
9951,0,3,1.5,1220.0,1.0,0,3,7,1220.0,0,50,1220.0,9472,2016,0
9952,0,3,1.75,1550.0,1.5,0,4,7,1550.0,0,65,1050.0,7210,2017,0
9953,1,3,2.0,2080.0,1.0,0,4,7,1040.0,1040,64,1620.0,4549,2016,0
9954,1,5,5.0,5000.0,2.0,0,1,10,5000.0,0,18,3030.0,12601,2017,0
9955,0,1,1.0,630.0,1.0,0,3,5,630.0,0,64,1390.0,5150,2016,0
9956,0,3,1.0,1070.0,1.0,0,1,6,1070.0,0,69,1050.0,8177,2017,0
9957,1,2,1.75,1900.0,1.0,0,1,7,1200.0,700,99,1370.0,5175,2017,0
9958,1,3,2.5,2960.0,2.0,0,1,8,2960.0,0,39,2740.0,15681,2017,0
9959,0,3,2.0,1490.0,2.0,0,4,6,1490.0,0,70,1500.0,4800,2017,0
9960,0,3,1.5,1500.0,1.0,0,1,7,1500.0,0,66,1790.0,13905,2017,0
9961,0,4,2.5,2410.0,2.0,0,1,7,2410.0,0,18,2410.0,4025,2017,0
9962,1,3,1.0,2000.0,1.0,0,1,7,1680.0,320,79,2000.0,10000,2017,0
9963,0,3,1.5,1140.0,1.0,0,1,7,840.0,300,33,1200.0,15625,2017,0
9964,0,3,1.0,1120.0,1.0,0,1,7,1120.0,0,41,1120.0,9705,2016,0
9965,0,3,2.25,2900.0,2.0,0,1,9,2900.0,0,32,2510.0,38487,2017,0
9966,0,4,2.25,3220.0,2.0,0,3,8,3220.0,0,42,2570.0,7700,2017,0
9967,1,5,2.75,2500.0,1.0,0,3,8,2500.0,0,59,1700.0,15375,2017,0
9968,0,3,2.25,1610.0,1.0,0,1,7,1610.0,0,41,1720.0,9583,2017,0
9969,1,4,2.75,2250.0,1.5,0,1,8,1500.0,750,91,1970.0,3484,2017,4
9970,0,1,2.0,1240.0,2.0,0,1,6,1240.0,0,108,1030.0,4800,2017,0
9971,0,2,2.25,1660.0,2.0,0,1,7,1660.0,0,23,1620.0,3167,2017,0
9972,0,3,1.75,2080.0,1.0,0,3,7,1040.0,1040,93,1000.0,3193,2017,0
9973,0,3,2.25,1880.0,2.0,0,1,8,1880.0,0,38,2180.0,7344,2016,0
9974,0,4,1.5,1050.0,1.0,0,3,7,1050.0,0,49,1390.0,9600,2017,0
9975,0,3,1.75,1480.0,1.0,0,3,7,1480.0,0,50,1800.0,8800,2016,0
9976,1,4,2.5,2420.0,2.0,0,1,7,2420.0,0,17,2280.0,4500,2017,0
9977,0,4,2.5,2190.0,1.0,0,3,7,1110.0,1080,52,1820.0,17600,2017,0
9978,1,4,2.5,2660.0,2.0,0,1,9,2660.0,0,25,2890.0,9025,2017,0
9979,0,3,2.5,2430.0,2.0,0,1,7,2430.0,0,19,3040.0,5702,2016,0
9980,0,2,1.0,770.0,1.0,0,1,7,770.0,0,100,960.0,4800,2017,0
9981,1,3,1.0,3060.0,1.0,0,4,8,3060.0,0,59,1880.0,19602,2016,0
9982,1,4,2.75,2920.0,2.0,0,1,9,2920.0,0,19,2920.0,4505,2017,0
9983,1,3,1.0,1370.0,1.0,0,1,7,1070.0,300,79,2410.0,4200,2017,0
9984,0,3,2.5,1870.0,2.0,0,1,8,1870.0,0,25,1580.0,3601,2017,0
9985,1,4,2.0,1800.0,1.5,0,1,7,1800.0,0,100,1950.0,4800,2016,0
9986,0,5,3.0,2100.0,1.0,0,1,7,1250.0,850,5,2100.0,7959,2017,0
9987,1,5,2.25,2530.0,2.0,0,3,7,2530.0,0,57,2020.0,8250,2017,0
9988,1,4,2.5,3290.0,2.0,0,1,9,3290.0,0,16,3100.0,5929,2017,0
9989,0,4,2.5,1890.0,2.0,0,1,7,1890.0,0,12,2060.0,5395,2017,0
9990,1,3,1.75,1680.0,1.0,0,3,7,1680.0,0,51,1880.0,7770,2017,0
9991,0,3,2.5,2170.0,2.0,0,1,8,2170.0,0,16,2610.0,4770,2016,0
9992,0,3,1.75,1200.0,1.0,0,3,7,1200.0,0,40,1200.0,7500,2016,0
9993,1,4,2.5,2990.0,2.0,0,1,8,2990.0,0,15,3110.0,5058,2017,0
9994,1,4,2.75,3770.0,2.0,0,4,9,3070.0,700,94,3000.0,5000,2017,0
9995,0,2,1.0,1020.0,1.0,0,4,7,1020.0,0,114,1930.0,12139,2017,59
9996,0,3,1.5,1700.0,1.0,0,3,7,1100.0,600,56,1700.0,9628,2016,0
9997,1,4,1.0,1550.0,1.5,0,1,7,1550.0,0,99,1320.0,4750,2017,0
9998,1,3,1.75,1680.0,1.0,0,1,8,1680.0,0,68,1880.0,7750,2016,0
9999,0,3,2.25,1680.0,2.0,0,1,7,1680.0,0,31,1820.0,35166,2017,0
10000,0,4,2.5,1910.0,1.0,0,1,8,1910.0,0,97,1910.0,7750,2017,49
10001,1,5,3.25,3160.0,1.0,0,4,7,2190.0,970,58,2200.0,7761,2016,0
10002,0,3,1.5,2020.0,1.0,0,3,6,1190.0,830,62,2370.0,9520,2017,0
10003,1,4,3.75,3210.0,2.0,0,3,8,3210.0,0,33,2350.0,8020,2017,0
10004,0,3,2.25,2350.0,1.0,0,1,7,1390.0,960,41,2350.0,51400,2017,0
10005,0,4,2.5,1910.0,2.0,0,1,8,1910.0,0,24,2210.0,8705,2017,0
10006,0,2,1.0,840.0,1.0,0,3,5,840.0,0,64,1100.0,7300,2016,0
10007,1,4,2.25,2620.0,1.0,0,1,9,2620.0,0,53,2370.0,11907,2017,0
10008,0,4,1.5,1220.0,1.0,0,1,7,1220.0,0,53,1350.0,7800,2017,0
10009,0,3,1.0,1060.0,1.0,0,3,6,1060.0,0,91,1060.0,4697,2017,0
10010,0,4,2.5,2200.0,1.0,0,1,8,1500.0,700,54,2280.0,10800,2016,0
10011,1,2,1.75,2120.0,1.0,0,4,6,1130.0,990,70,1220.0,7680,2016,0
10012,0,3,1.0,1250.0,1.0,0,3,7,1250.0,0,62,1540.0,7400,2017,0
10013,0,3,1.75,1440.0,1.0,0,3,7,1440.0,0,60,1440.0,7800,2016,0
10014,1,4,2.25,1890.0,1.0,0,3,8,1890.0,0,51,1920.0,7210,2017,0
10015,0,3,1.0,1140.0,1.0,0,4,7,1140.0,0,51,1140.0,8112,2016,0
10016,0,5,3.0,2840.0,1.0,0,1,7,1710.0,1130,15,2210.0,10800,2017,0
10017,0,6,3.0,1880.0,1.0,0,3,7,1880.0,0,52,1540.0,13022,2017,0
10018,0,2,1.0,750.0,1.0,0,3,6,750.0,0,77,930.0,7200,2017,0
10019,0,3,1.75,1630.0,1.0,0,1,7,1330.0,300,39,1940.0,7480,2016,0
10020,0,5,1.5,1720.0,1.0,0,1,7,1720.0,0,51,1560.0,12960,2016,0
10021,0,3,2.5,1600.0,3.0,0,1,8,1600.0,0,13,1390.0,1321,2017,0
10022,0,3,2.25,1230.0,1.5,0,4,7,1230.0,0,105,1260.0,7556,2017,0
10023,0,3,1.5,1610.0,1.0,0,3,7,1090.0,520,59,1650.0,6132,2017,0
10024,0,4,2.5,1320.0,1.0,0,3,7,1320.0,0,62,1550.0,8610,2017,0
10025,0,6,3.0,2180.0,2.0,0,1,7,2180.0,0,38,2260.0,7344,2017,0
10026,1,4,2.25,2190.0,2.0,0,4,8,1410.0,780,90,1990.0,3860,2017,0
10027,1,3,1.0,1490.0,1.5,0,1,7,1490.0,0,102,2290.0,5700,2017,0
10028,0,3,2.0,1463.0,3.0,0,1,7,1463.0,0,15,1484.0,4320,2017,0
10029,1,3,2.5,1800.0,2.0,0,1,8,1800.0,0,29,1800.0,4659,2016,0
10030,1,4,2.75,2880.0,1.5,0,1,9,2100.0,780,106,2110.0,4000,2017,17
10031,1,3,1.75,1250.0,1.0,0,3,7,980.0,270,93,1250.0,4120,2017,0
10032,1,3,2.75,1670.0,3.0,0,1,9,1350.0,320,4,1520.0,4800,2017,0
10033,0,4,1.75,2000.0,1.0,0,1,7,1100.0,900,53,1880.0,6120,2017,0
10034,1,4,1.75,2280.0,1.5,0,4,7,1470.0,810,92,1850.0,3680,2017,0
10035,1,4,2.5,2110.0,2.0,0,1,9,2110.0,0,19,2180.0,9000,2016,0
10036,1,4,2.5,2520.0,1.0,0,1,8,1440.0,1080,41,2360.0,10345,2017,0
10037,1,3,1.0,1590.0,1.0,0,1,7,1590.0,0,74,1780.0,5900,2017,0
10038,0,5,2.5,2100.0,1.0,0,4,8,2100.0,0,48,1980.0,11730,2016,0
10039,0,4,2.75,2090.0,1.0,0,3,6,2090.0,0,69,1460.0,9240,2017,0
10040,1,4,2.5,3390.0,2.0,0,1,10,3390.0,0,28,2830.0,10519,2016,0
10041,0,2,1.0,790.0,1.0,0,1,6,790.0,0,86,2350.0,10102,2016,0
10042,0,3,2.5,1970.0,2.0,0,1,7,1970.0,0,23,1670.0,9168,2016,0
10043,1,4,2.5,2870.0,2.0,0,1,8,2870.0,0,14,2770.0,6658,2016,0
10044,1,2,1.0,1110.0,1.0,0,1,7,1010.0,100,67,1410.0,3500,2016,0
10045,0,3,2.75,1940.0,2.0,0,1,8,1770.0,170,10,1410.0,2335,2016,0
10046,0,2,1.0,720.0,1.0,0,3,6,720.0,0,71,1510.0,4840,2017,0
10047,0,2,1.0,710.0,1.0,0,1,6,710.0,0,109,960.0,4000,2017,0
10048,0,3,2.0,1370.0,1.0,0,1,7,1370.0,0,21,1420.0,7500,2016,0
10049,0,4,2.5,2690.0,2.0,0,1,9,2690.0,0,26,2890.0,9121,2017,0
10050,0,4,2.25,3360.0,2.0,0,3,9,3360.0,0,30,2590.0,10810,2017,0
10051,0,4,2.0,1500.0,1.5,0,1,7,1500.0,0,35,1500.0,7334,2017,0
10052,1,2,2.5,2600.0,1.0,0,4,8,1300.0,1300,92,2260.0,5000,2017,0
10053,0,3,1.75,1160.0,1.0,0,1,7,1160.0,0,46,1990.0,7908,2017,0
10054,1,2,1.0,1430.0,1.5,0,1,7,1300.0,130,89,1750.0,4000,2017,0
